SwisNo,UnitNo,SiteName,CountyID,County,Operator,Location,PlaceName,Zip,EnforAgent,Owner,Category,Activity,RegStatus,OpStatus,Latitude,Longitude,SiteID,UnitID
01-CR-0042,1,Alameda Point OU4A (Former NAS Alameda),1,Alameda,,Alameda Point,Alameda                                 ,94501,County of Alameda,U S Dept. of Navy (Southwest Div.),Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,37.78639,-122.32861,10107,10150
19-DE-0004,1,Alameda Street,19,Los Angeles,,29005 Alameda St,Vernon                                  ,90058,City of Vernon                          ,L.A. By-Products                        ,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,34.00139,-118.23028,2036,2067
19-AQ-0013,1,Alameda Street Landfill,19,Los Angeles,,22700 So Alameda St,Carson                                  ,90745,County of Los Angeles,Watson Land Company                     ,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,33.81667,-118.22778,1802,1833
01-AA-0011,1,Albany Landfill,1,Alameda,,W End Buchanan St.,Albany                                  ,94706,County of Alameda,City Of Albany                          ,Disposal                           ,Solid Waste Disposal Site          ,Permitted                          ,Closed,37.8898,-122.3113,9,10
23-CR-0001,1,Albion Burn Dump,23,Mendocino,County Of Mendocino Solid Waste Division,Albion Ridge Rd @ Site Of Current Ts,Albion                                  ,95482,County of Mendocino                     ,County Of Mendocino Solid Waste Division,Disposal                           ,Solid Waste Disposal Site          ,To Be Determined                   ,Closed,39.22426,-123.75402,2300,2331
23-AA-0002,1,Albion Container Site,23,Mendocino,County Of Mendocino Solid Waste Division,Road 402c; 3 Mi S Of Albion,Albion                                  ,95410,County of Mendocino                     ,County Of Mendocino Solid Waste Division,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,39.21645,-123.71467,2263,2295
56-CR-0057,1,Alden V Johnson,56,Ventura,"Johnson, Alden V.                       ",South Stockton Road,Somis                                   ,93066,County of Ventura,Staben Trust,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,34.3235,-118.92813,5197,5284
56-CR-0057,1,Alden V Johnson,56,Ventura,"Johnson, Alden V.                       ",South Stockton Road,Somis                                   ,93066,County of Ventura,Thomas Crocker,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,34.3235,-118.92813,5197,5284
11-CR-0010,1,Alder Hotel Site                        ,11,Glenn,"US Forest Svc-Willows, Mendocino Nat For",Mend Nat'l For S Side Rd 21n30          ,Alder Springs                           ,47,County of Glenn,"US Forest Svc-Willows, Mendocino Nat For",Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,39.65667,-122.71944,669,678
11-CR-0008,1,Alder Station Site,11,Glenn,Valley View Conservation Camp (Cal Fire),N Side 21n30 Mendocino Nat`l For,Elk Creek                               ,95939,County of Glenn,"US Forest Svc-Willows, Mendocino Nat For",Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,39.655,-122.71667,667,676
12-CR-0021,1,Alderpoint Burn Dump,12,Humboldt,County Of Humboldt Dept Of Public Works,18465 Alderpoint Rd 0.5 Mi E Of Alderpoi,Alderpoint                              ,95511,County of Humboldt,"Webster, Peggy L                        ",Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,40.1752,-123.60239,748,757
12-AA-0001,1,Alderpoint Container Site,12,Humboldt,Eel River Disposal Inc.,801 Steelhead Road (West Side),Alderpoint                              ,95511,County of Humboldt,County Of Humboldt Dept Of Public Works,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,40.17556,-123.61333,678,687
12-AA-0026,1,Alderpoint Wood Waste Landfill,12,Humboldt,Louisiana Pacific Corp - Samoa,"West Side Of Alderpoint Rd., 2 Mi S. Of",Alderpoint                              ,95511,County of Humboldt,Mark & Louise Hansen                    ,Disposal                           ,Wood Waste Disposal Site,Permitted                          ,Closed,40.15445,-123.60306,701,710
19-AA-0839,1,Alhambra Roll-Off Bin Transfer Station,19,Los Angeles,City Of Alhambra                        ,900 South New Avenue,Alhambra                                ,91801,County of Los Angeles,City Of Alhambra                        ,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,34.08434,-118.10891,1487,1515
33-AA-0251,1,All American Asphalt Inert Fill Operatio,33,Riverside,All American Asphalt,1776 All American Way,Corona                                  ,92881,County of Riverside,"Sisemore, Daniel D.",Disposal                           ,Inert Debris ENG Fill Operation,Notification                       ,Active                             ,33.86548,-117.52777,2992,3025
01-AA-0304,1,All Cities Landfill/ KOFY Radio Site,1,Alameda,"Landfill Management, Inc.",4001 West Winton Ave.,Hayward                                 ,94545,County of Alameda,"HBF Enterprises, Inc.",Disposal                           ,Inert Debris ENG Fill Operation,Notification                       ,Active                             ,37.64761,-122.1451,11063,11698
01-CR-0001,1,All Cities LF/Kofy Radio Site,1,Alameda,,4001 West Winton Avenue,Hayward                                 ,94545,County of Alameda,City Of Hayward                         ,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,37.6522,-122.1419,32,34
01-CR-0001,1,All Cities LF/Kofy Radio Site,1,Alameda,,4001 West Winton Avenue,Hayward                                 ,94545,County of Alameda,Kofy/Hard/Acfcd                         ,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,37.6522,-122.1419,32,34
43-AO-0001,1,All Purpose Landfill,43,Santa Clara,City Of Santa Clara,5500 Lafayette St,Santa Clara                             ,95054,County of Santa Clara                   ,City Of Santa Clara,Disposal                           ,Solid Waste Disposal Site          ,Permitted                          ,Closed,37.41639,-121.97056,4359,4422
19-AA-1110,1,Allan Company Material Recovery Facility,19,Los Angeles,Cedarwood-Young DBA Alan Company,14604-14618 Arrow Highway,Baldwin Park                            ,91706,County of Los Angeles,Cedarwood-Young DBA Alan Company,Transfer/Processing                ,Large Volume Transfer/Proc Facility,Permitted                          ,Active                             ,34.10648,-117.9567,10863,11316
37-AB-0016,1,Allan Company MRF & T/S,37,San Diego,"Cedarwood-Young Company, dba Allan Co.",6733 Consolidated Way,San Diego                               ,92121,City of San Diego                       ,"Young Properties SD, LLC",Transfer/Processing                ,Large Volume Transfer/Proc Facility,Permitted                          ,Active                             ,32.87634,-117.1701,10865,11318
19-AA-1137,1,Allan Company Palmdale MRF and Transfer,19,Los Angeles,Allan Company,39530 12th St. East,Palmdale                                ,93550,County of Los Angeles,"Cal Clear, LLC",Transfer/Processing                ,Large Volume Transfer/Proc Facility,Proposed                           ,Planned                            ,34.60106,-118.10639,11410,12024
19-AA-1109,1,Allan Company Santa Monica,19,Los Angeles,Cedarwood-Young DBA Allan Company,2411 Delaware Avenue,Santa Monica                            ,90404,County of Los Angeles,City of Santa Monica,Transfer/Processing                ,Large Volume Transfer/Proc Facility,Surrendered                        ,Closed,34.02548,-118.46776,10862,11315
12-AA-0031,1,Allan Maki Wood Waste Disposal Site,12,Humboldt,,"Alamar Way & Kemar Rd., W. Of Hwy 101",Fortuna                                 ,95540,County of Humboldt,David A. Somerville  II Tr,Disposal                           ,Wood Waste Disposal Site,Permitted                          ,Closed,40.57889,-124.15166,703,712
46-CR-0006,1,Alleghany (Footes Crossing),46,Sierra,County Of Sierra                        ,Apn 006-060-004,Alleghany                               ,95910,County of Sierra,US Forest Svc- Nevada City,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,39.46667,-120.83333,4492,4559
46-CR-0004,1,Alleghany Landfill,46,Sierra,County Of Sierra                        ,"Section 32 T.19w, R.10e, Mdb&M",Alleghany                               ,95910,County of Sierra,US Forest Svc- Nevada City,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,39.46667,-120.83333,4490,4557
46-AA-0002,1,Alleghany Transfer Station,46,Sierra,County Of Sierra,NW of Ridge Road and Mountain House Road,Alleghany                               ,95910,County of Sierra,US Forest Svc-Camptonville,Transfer/Processing                ,Limited Volume Transfer Operation,Notification                       ,Active                             ,39.47237,-120.8761,4482,4549
13-AA-0101,1,Allied Imperial CDI Facility,13,Imperial,"Imperial Landfill, Inc.",104 East Robinson Road,Imperial                                ,92251,County of Imperial,"Imperial Landfill, Inc.",Transfer/Processing                ,Medium Vol CDI Debris Proc. Fac.,Permitted                          ,Active                             ,32.85883,-115.5212,10733,11128
32-CR-0017,1,Almanor Prattville Disposal Site.,32,Plumas,,"T27n,r7e, Sec.15.",Almanor                                 ,95501,County of Plumas,"US Forest Svc-Plumas, Quincy Rd",Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,40.21667,-121.16667,2912,2945
54-AA-0013,2,Alpaugh Transfer Site,54,Tulare,Tulare County,6300 Road 32 And Avenue 62,Alpaugh                                 ,93201,County of Tulare                        ,Tulare County,Disposal                           ,Solid Waste Disposal Site          ,Unpermitted                        ,Closed,35.90551,-119.49949,4945,5028
19-AA-0028,1,Alpha Investment Associates,19,Los Angeles,Alpha Investments Inc                   ,2501-59 Bateman,Irwindale                               ,91706,County of Los Angeles,Irwindale City                          ,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,34.14167,-118.00667,1357,1383
37-CR-0003,1,Alpine Burnsite 1,37,San Diego,,10004 Chocolate Summit Dr.,Alpine                                  ,92021,County of San Diego                     ,Chocolate Mountain Ranch Estates,Disposal                           ,Solid Waste Disposal Site          ,Pre-regulations                    ,Closed,32.86408,-116.80767,3801,3843
