"SwisNo","UnitNo","SiteName",CountyID,"County","Operator","Location","PlaceName","Zip","EnforAgent","Owner","Category","Activity","RegStatus","OpStatus",Latitude,Longitude,SiteID,UnitID
"19-AA-5305","01","Agajanian Dump",19,"Los Angeles","","700 Rea Drive","Montebello                              ","90640     ","County of Los Angeles","City of Montebello","Disposal                           ","Solid Waste Disposal Site          ","Unpermitted                        ","Closed",34.018160000000002,-118.08978,10358,10564
"19-AA-1040","01","Agoura Road Limited Volume Transfer Op.",19,"Los Angeles","Los Angeles Co Dept Of P.W. Flood M.D.","29020 Agoura Road","Agoura Hills                            ","91301     ","County of Los Angeles","Los Angeles Co. Flood Control District  ","Transfer/Processing                ","Limited Volume Transfer Operation","Notification                       ","Closed",34.143320000000003,-118.75753,1527,1555
"33-AA-0360","01","Agriscape Inc. C&D Wood Chip & Grind",33,"Riverside","Agriscape, Inc.","37760 Borel Rd.","Murrieta                                ","95563     ","County of Riverside","Borel, Alexander A.                     ","Transfer/Processing                ","Small Vol CD Wood Debris ChipGrind Op","Notification                       ","Active                             ",33.563429999999997,-117.13378,11374,11979
"33-AA-0320","01","Agriscape, Inc.",33,"Riverside","Agriscape, Inc.","37760 Borel Rd.","Murrieta                                ","92563     ","County of Riverside","Alex A. Borel","Composting                         ","Chipping and Grinding Activity Fac./ Op.","Notification                       ","Active                             ",33.563429999999997,-117.13378,11033,11542
"33-AA-0307","01","Agriscape, Incorporated",33,"Riverside","Agriscape, Inc.","18712 Bridge Street","Lakeview                                ","92582     ","County of Riverside","Almejo, Richardo","Composting                         ","Composting Operation (Green Waste) ","Notification                       ","Active                             ",33.858580000000003,-117.0598,10702,11080
"36-AA-0476","01","Agromin Chino Green Mat. Composting Op.",36,"San Bernardino","Agromin, Inc.","8100 Chino-Corona Rd.","Chino                                   ","91708     ","County of San Bernardino                ","Chino Holding, LLC","Composting                         ","Composting Operation (Green Waste) ","Notification                       ","Active                             ",33.947229999999998,-117.63133999999999,11318,11910
"30-AB-0446","01","Agromin Los Alamitos Compost Operations",30,"Orange","Agromin Orange, LLC","4216 Constitution Ave.","Los Alamitos                            ","90720     ","County of Orange                        ","U.S. Army Corps of Engineers-LA District","Composting                         ","Composting Operation (Ag)","Notification                       ","Inactive",33.788339999999998,-118.04689,10948,11436
"56-AA-0165","01","Agromin Organics Recy. Composting Fac.",56,"Ventura","Agromin Orange, LLC","6859 Arnold Rd.","Oxnard                                  ","93033     ","County of Ventura","Shoreline Arnold Rd., LLC","Composting                         ","Composting Operation (Research)    ","Notification                       ","Active                             ",34.126269999999998,-119.15553,11096,11623
"56-AA-0138","01","Agromin Organics Recycling",56,"Ventura","California Wood Recycling, Inc.","6859 Arnold Road","Port Hueneme                            ","93041     ","County of Ventura","USA Petroleum","Composting                         ","Composting Operation (Green Waste) ","Notification                       ","Active                             ",34.126019999999997,-119.15649999999999,5141,5228
"56-AA-0138","02","Agromin Organics Recycling",56,"Ventura","California Wood Recycling, Inc.","6859 Arnold Road","Port Hueneme                            ","93041     ","County of Ventura","USA Petroleum","Composting                         ","Composting Operation (Research)    ","Surrendered                        ","Closed",34.126019999999997,-119.15649999999999,5141,11104
"56-AA-0169","01","Agromin Organics Recycling (SmartFerm)",56,"Ventura","Agromin Organics Recycling","6859 Arnold Rd.","Oxnard                                  ","93033     ","County of Ventura","Shoreline Arnold Rd., LLC","Composting                         ","Composting Operation (Research)    ","Notification                       ","Active                             ",34.12527,-119.1553,11207,11758
"27-AA-0119","01","AgroThrive, Inc.",27,"Monterey","Agrothrive Inc.","26775 Old Stage Rd.","Gonzales                                ","93926     ","County of Monterey                      ","M&M Dairy","Composting                         ","Composting Facility (Other)","Permitted                          ","Active                             ",36.535429999999998,-121.4628,10994,11499
"36-AA-0019","01","Agua Mansa Landfill",36,"San Bernardino","Yeager, E L Construction Co","588 East Agua Mansa Road","Rialto                                  ","92376     ","County of San Bernardino                ","Agua Mansa Properties","Disposal                           ","Inert Debris ENG Fill Operation","Notification                       ","Active                             ",34.051780000000001,-117.35956,3331,3372
"36-AA-0440","01","Aguinaga Company, Inc.",36,"San Bernardino","Aguinaga, Roger, Aguinaga Co., Inc.","2046 Agua Mansa Road","Colton                                  ","92324     ","County of San Bernardino                ","Aguinaga, Roger, Aguinaga Co., Inc.","Composting                         ","Composting Operation (Green Waste) ","Notification                       ","Closed",34.042540000000002,-117.36256,10592,10889
"49-CR-0040","01","Ahlgrim Site",49,"Sonoma","","7777 Lakeville Rd.","Petaluma                                ","94954     ","County of Sonoma","Russ Ahlgrim","Disposal                           ","Solid Waste Disposal Site          ","Unpermitted                        ","Closed",38.250279999999997,-122.55611,11252,11819
"49-CR-0027","01","Airport Disposal Site                   ",49,"Sonoma","County Of Sonoma Public Works Dept","5200 Slusser Road                       ","Windsor                                 ","95492     ","County of Sonoma","County Of Sonoma Public Works Dept","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",38.50694,-122.82417,4723,4798
"07-AA-0054","01","Airport Ranch Sludge Spreading",7,"Contra Costa","County Of Contra Costa Public Works Dep","Holey Road","Byron                                   ","94514     ","County of Contra Costa","County Of Contra Costa Public Works Dep","Disposal                           ","Land Application                   ","Exempt                             ","Active                             ",37.831589999999998,-121.61862000000001,291,295
"19-AA-0804","01","Alabama Street MDY  (Tree Yard)",19,"Los Angeles","City of Los Angeles Bureau of St Maint.","7725 Alabama Avenue","Canoga Park (In Los Angeles)            ","91304     ","City of Los Angeles","City of Los Angeles Bureau of St. Maint.","Transfer/Processing                ","Limited Volume Transfer Operation","Notification                       ","Active                             ",34.210509999999999,-118.59939,1458,1486
"01-AA-0290","01","Alameda Co Industries Direct Trans. Fac.",1,"Alameda","Alameda County Industries","610 Aladdin Avenue","San Leandro                             ","94577     ","County of Alameda","Alameda County Industries","Transfer/Processing                ","Large Volume Transfer/Proc Facility","Permitted                          ","Active                             ",37.709699999999998,-122.15127,10057,10071
"01-AA-0291","01","Alameda County Industries (SCTO)",1,"Alameda","Alameda County Industries","610 Aladdin Avenue","San Leandro                             ","94577     ","County of Alameda","County of Alameda","Transfer/Processing                ","Sealed Container Transfer Operation","Notification                       ","Active                             ",37.709859999999999,-122.15128,10256,10422
"01-CR-0041","01","Alameda Point OU3 (Former NAS Alameda)",1,"Alameda","","Alameda Point","Alameda                                 ","94501     ","County of Alameda","U S Dept. of Navy (Southwest Div.)","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",37.795279999999998,-122.33167,67,69
"01-CR-0042","01","Alameda Point OU4A (Former NAS Alameda)",1,"Alameda","","Alameda Point","Alameda                                 ","94501     ","County of Alameda","U S Dept. of Navy (Southwest Div.)","Disposal                           ","Solid Waste Disposal Site          ","Unpermitted                        ","Closed",37.786389999999997,-122.32861,10107,10150
"19-DE-0004","01","Alameda Street",19,"Los Angeles","","29005 Alameda St","Vernon                                  ","90058     ","City of Vernon                          ","L.A. By-Products                        ","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",34.001390000000001,-118.23027999999999,2036,2067
"19-AQ-0013","01","Alameda Street Landfill",19,"Los Angeles","","22700 So Alameda St","Carson                                  ","90745     ","County of Los Angeles","Watson Land Company                     ","Disposal                           ","Solid Waste Disposal Site          ","Unpermitted                        ","Closed",33.816670000000002,-118.22778,1802,1833
"01-AA-0011","01","Albany Landfill",1,"Alameda","","W End Buchanan St.","Albany                                  ","94706     ","County of Alameda","City Of Albany                          ","Disposal                           ","Solid Waste Disposal Site          ","Permitted                          ","Closed",37.889800000000001,-122.3113,9,10
"23-CR-0001","01","Albion Burn Dump",23,"Mendocino","County Of Mendocino Solid Waste Division","Albion Ridge Rd @ Site Of Current Ts","Albion                                  ","95482     ","County of Mendocino                     ","County Of Mendocino Solid Waste Division","Disposal                           ","Solid Waste Disposal Site          ","To Be Determined                   ","Closed",39.224260000000001,-123.75402,2300,2331
"23-AA-0002","01","Albion Container Site",23,"Mendocino","County Of Mendocino Solid Waste Division","Road 402c; 3 Mi S Of Albion","Albion                                  ","95410     ","County of Mendocino                     ","County Of Mendocino Solid Waste Division","Transfer/Processing                ","Limited Volume Transfer Operation","Notification                       ","Active                             ",39.216450000000002,-123.71467,2263,2295
"56-CR-0057","01","Alden V Johnson",56,"Ventura","Johnson, Alden V.                       ","South Stockton Road","Somis                                   ","93066     ","County of Ventura","Staben Trust","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",34.323500000000003,-118.92813,5197,5284
"56-CR-0057","01","Alden V Johnson",56,"Ventura","Johnson, Alden V.                       ","South Stockton Road","Somis                                   ","93066     ","County of Ventura","Thomas Crocker","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",34.323500000000003,-118.92813,5197,5284
"11-CR-0010","01","Alder Hotel Site                        ",11,"Glenn","US Forest Svc-Willows, Mendocino Nat For","Mend Nat'l For S Side Rd 21n30          ","Alder Springs                           ","00047     ","County of Glenn","US Forest Svc-Willows, Mendocino Nat For","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",39.656669999999998,-122.71944000000001,669,678
"11-CR-0008","01","Alder Station Site",11,"Glenn","Valley View Conservation Camp (Cal Fire)","N Side 21n30 Mendocino Nat`l For","Elk Creek                               ","95939     ","County of Glenn","US Forest Svc-Willows, Mendocino Nat For","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",39.655000000000001,-122.71666999999999,667,676
"12-CR-0021","01","Alderpoint Burn Dump",12,"Humboldt","County Of Humboldt Dept Of Public Works","18465 Alderpoint Rd 0.5 Mi E Of Alderpoi","Alderpoint                              ","95511     ","County of Humboldt","Webster, Peggy L                        ","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",40.175199999999997,-123.60239,748,757
"12-AA-0001","01","Alderpoint Container Site",12,"Humboldt","Eel River Disposal Inc.","801 Steelhead Road (West Side)","Alderpoint                              ","95511     ","County of Humboldt","County Of Humboldt Dept Of Public Works","Transfer/Processing                ","Limited Volume Transfer Operation","Notification                       ","Active                             ",40.175559999999997,-123.61333,678,687
"12-AA-0026","01","Alderpoint Wood Waste Landfill",12,"Humboldt","Louisiana Pacific Corp - Samoa","West Side Of Alderpoint Rd., 2 Mi S. Of","Alderpoint                              ","95511     ","County of Humboldt","Mark & Louise Hansen                    ","Disposal                           ","Wood Waste Disposal Site","Permitted                          ","Closed",40.154449999999997,-123.60306,701,710
"19-AA-0839","01","Alhambra Roll-Off Bin Transfer Station",19,"Los Angeles","City Of Alhambra                        ","900 South New Avenue","Alhambra                                ","91801     ","County of Los Angeles","City Of Alhambra                        ","Transfer/Processing                ","Limited Volume Transfer Operation","Notification                       ","Active                             ",34.084339999999997,-118.10890999999999,1487,1515
"33-AA-0251","01","All American Asphalt Inert Fill Operatio",33,"Riverside","All American Asphalt","1776 All American Way","Corona                                  ","92881     ","County of Riverside","Sisemore, Daniel D.","Disposal                           ","Inert Debris ENG Fill Operation","Notification                       ","Active                             ",33.865479999999998,-117.52777,2992,3025
"01-AA-0304","01","All Cities Landfill/ KOFY Radio Site",1,"Alameda","Landfill Management, Inc.","4001 West Winton Ave.","Hayward                                 ","94545     ","County of Alameda","HBF Enterprises, Inc.","Disposal                           ","Inert Debris ENG Fill Operation","Notification                       ","Active                             ",37.64761,-122.1451,11063,11698
"01-CR-0001","01","All Cities LF/Kofy Radio Site",1,"Alameda","","4001 West Winton Avenue","Hayward                                 ","94545     ","County of Alameda","City Of Hayward                         ","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",37.652200000000001,-122.14190000000001,32,34
"01-CR-0001","01","All Cities LF/Kofy Radio Site",1,"Alameda","","4001 West Winton Avenue","Hayward                                 ","94545     ","County of Alameda","Kofy/Hard/Acfcd                         ","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",37.652200000000001,-122.14190000000001,32,34
"43-AO-0001","01","All Purpose Landfill",43,"Santa Clara","City Of Santa Clara","5500 Lafayette St","Santa Clara                             ","95054     ","County of Santa Clara                   ","City Of Santa Clara","Disposal                           ","Solid Waste Disposal Site          ","Permitted                          ","Closed",37.41639,-121.97056000000001,4359,4422
"19-AA-1110","01","Allan Company Material Recovery Facility",19,"Los Angeles","Cedarwood-Young DBA Alan Company","14604-14618 Arrow Highway","Baldwin Park                            ","91706     ","County of Los Angeles","Cedarwood-Young DBA Alan Company","Transfer/Processing                ","Large Volume Transfer/Proc Facility","Permitted                          ","Active                             ",34.106479999999998,-117.9567,10863,11316
"37-AB-0016","01","Allan Company MRF & T/S",37,"San Diego","Cedarwood-Young Company, dba Allan Co.","6733 Consolidated Way","San Diego                               ","92121     ","City of San Diego                       ","Young Properties SD, LLC","Transfer/Processing                ","Large Volume Transfer/Proc Facility","Permitted                          ","Active                             ",32.876339999999999,-117.17010000000001,10865,11318
"19-AA-1137","01","Allan Company Palmdale MRF and Transfer",19,"Los Angeles","Allan Company","39530 12th St. East","Palmdale                                ","93550     ","County of Los Angeles","Cal Clear, LLC","Transfer/Processing                ","Large Volume Transfer/Proc Facility","Proposed                           ","Planned                            ",34.601059999999997,-118.10639,11410,12024
"19-AA-1109","01","Allan Company Santa Monica",19,"Los Angeles","Cedarwood-Young DBA Allan Company","2411 Delaware Avenue","Santa Monica                            ","90404     ","County of Los Angeles","City of Santa Monica","Transfer/Processing                ","Large Volume Transfer/Proc Facility","Surrendered                        ","Closed",34.025480000000002,-118.46776,10862,11315
"12-AA-0031","01","Allan Maki Wood Waste Disposal Site",12,"Humboldt","","Alamar Way & Kemar Rd., W. Of Hwy 101","Fortuna                                 ","95540     ","County of Humboldt","David A. Somerville  II Tr","Disposal                           ","Wood Waste Disposal Site","Permitted                          ","Closed",40.578890000000001,-124.15166000000001,703,712
"46-CR-0006","01","Alleghany (Footes Crossing)",46,"Sierra","County Of Sierra                        ","Apn 006-060-004","Alleghany                               ","95910     ","County of Sierra","US Forest Svc- Nevada City","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",39.466670000000001,-120.83333,4492,4559
"46-CR-0004","01","Alleghany Landfill",46,"Sierra","County Of Sierra                        ","Section 32 T.19w, R.10e, Mdb&M","Alleghany                               ","95910     ","County of Sierra","US Forest Svc- Nevada City","Disposal                           ","Solid Waste Disposal Site          ","Pre-regulations                    ","Closed",39.466670000000001,-120.83333,4490,4557
"46-AA-0002","01","Alleghany Transfer Station",46,"Sierra","County Of Sierra","NW of Ridge Road and Mountain House Road","Alleghany                               ","95910     ","County of Sierra","US Forest Svc-Camptonville","Transfer/Processing                ","Limited Volume Transfer Operation","Notification                       ","Active                             ",39.472369999999998,-120.87609999999999,4482,4549
